Name,Price,Rating,Rating & Review Count,Details
"OPPO Reno7 Pro 5G (Startrails Blue, 256 GB)"," 34,999",4.3,"8,213 Ratings & 1,086 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 7 GB16.51 cm (6.5 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1200-Max Processor65W SuperVOOC | OPPO Sony IMX766 Flagship Rear Camera SensorAircraft-Grade Shooting Star Design | OPPO Glow1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO A33 (Moonlight Black, 32 GB)"," 10,490",4.4,"51,302 Ratings & 3,351 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 Processor90 Hz Punch Hole Display18W Fast ChargingBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F5 (Red, 64 GB)"," 24,990",4.4,"1,761 Ratings & 252 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.24 cm (6 inch) Full HD+ Display16MP Rear Camera | 20MP Front Camera3200 mAh BatteryMediatek MT6763T Octa Core 2.5 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A16 (Royal Gold, 64 GB)"," 12,990",4.3,"3,874 Ratings & 277 Reviews",4 GB RAM | 64 GB ROM16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno6 Pro 5G (Aurora, 256 GB)"," 39,990",4.4,"11,992 Ratings & 1,532 Reviews",12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1200 Processor65W SuperVOOC 2.0 Charging3D Borderless ScreenBokeh Flare Portrait Video | AI Highlight Video | OPPO Reno Glow 2.0Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A9 2020 (Vanilla Mint, 128 GB)"," 21,990",4.3,"62,020 Ratings & 5,272 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A9 2020 (Marine Green, 128 GB)"," 21,990",4.3,"62,020 Ratings & 5,272 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A9 2020 (Marine Green, 128 GB)"," 18,990",4.4,"1,02,141 Ratings & 9,070 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A9 2020 (Space Purple, 128 GB)"," 21,990",4.3,"62,020 Ratings & 5,272 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A9 2020 (Space Purple, 128 GB)"," 18,990",4.4,"1,02,141 Ratings & 9,070 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A9 2020 (Vanilla Mint, 128 GB)"," 18,990",4.4,"1,02,141 Ratings & 9,070 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A15S (Rainbow Silver, 64 GB)"," 12,990",4.3,"5,667 Ratings & 308 Reviews",4 GB RAM | 64 GB ROM16.56 cm (6.52 inch) Display13MP Rear Camera4230 mAh Battery1 Year
"OPPO F19 Pro (Crystal Silver, 128 GB)"," 18,489",4.3,"9,358 Ratings & 774 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4310 mAh BatteryMediaTek Helio P95 (MT6779V) Processor30W VOOC 4.0 Flash Charge | ColorOS 11.1 (Based on Android 11)Dual View Video | In-Display Fingerprint 3.0 | AI Color Portrait VideoBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno7 Pro 5G (Starlight Black, 256 GB)"," 34,999",4.3,"8,213 Ratings & 1,086 Reviews",12 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1200-Max Processor65W SuperVOOC | OPPO Sony IMX766 Flagship Rear Camera SensorAircraft-Grade Shooting Star Design | OPPO Glow1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO A11K (Flowing Silver, 32 GB)"," 8,990",4.2,"7,338 Ratings & 535 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 5MP Front Camera4230 mAh Li-polymer BatteryMediaTek Helio P35 Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO F19 Pro (Fluid Black, 256 GB)"," 22,999",4.3,"9,358 Ratings &774 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4310 mAh BatteryMediaTek Helio P95 (MT6779V) ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F19 Pro (Crystal Silver, 256 GB)"," 22,990",4.3,"9,358 Ratings & 774 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4310 mAh BatteryMediaTek Helio P95 (MT6779V) ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A5s (Red, 32 GB)"," 12,990",4.3,"34,041 Ratings & 2,452 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5s (Blue, 32 GB)"," 12,990",4.3,"34,041 Ratings& 2,452 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5s (Green, 64 GB)"," 15,990",4.4,"41,887 Ratings & 2,537 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A77 4GB (Sunset Orange, 64 GB)"," 15,498",n/a,n/a,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Helio G35 Processor1 Year on Handset and 6 Months on Accessories
"OPPO A55 (Rainbow Blue, 128 GB)"," 15,988",4.1,426 Ratings & 23 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A31 (Fantasy White, 128 GB)"," 13,989",4.3,"29,731 Ratings & 1,865 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display12MP + 2MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F17 Pro (Magic Blue, 128 GB)"," 19,990",4.3,"28,472 Ratings & 2,444 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera4015 mAh Lithium-ion BatteryMediaTek Helio P95 ProcessorIn-Display Fingerprint 3.030W VOOC Flash Charge 4.0Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A77 (Sunset Orange, 128 GB)"," 15,499",4.3,362 Ratings & 18 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G35 Processor1 Year on Handset and 6 Months on Accessories
"OPPO F11 (Marble Green, 128 GB)"," 21,990",4.4,"76,757 Ratings & 7,722 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.59 cm (6.53 inch) Display48MP + 5MP | 16MP Front Camera4020 mAh BatteryMTK MT6771V (P70) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO F3 (Gold, 64 GB)"," 20,990",4.3,"52,486 Ratings & 8,598 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 16MP + 8MP Dual Front Camera3200 mAh BatteryMediatek MT6750T Octa Core 1.5GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A7 (Glaring Gold, 64 GB)"," 18,990",4.4,"20,865 Ratings & 1,453 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 16MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"OPPO A7 (Glaze Blue, 64 GB)"," 18,990",4.4,"20,865 Ratings & 1,453 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 16MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"OPPO Reno2 F (Sky White, 128 GB)"," 28,990",4.4,"4,669 Ratings & 398 Reviews",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMTK MT6771V(P70) 64bit ProcessorBrand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
"OPPO Reno2 F (Sky White, 256 GB)"," 19,990",4.5,"82,046 Ratings & 7,194 Reviews",6 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorUltra Night Mode 2.0Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
"OPPO F3 Plus (Gold, 64 GB)"," 30,990",4.3,"27,077 Ratings & 5,475 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.24 cm (6 inch) Full HD Display16MP Rear Camera | 16MP + 8MP Dual Front Camera4000 mAh BatteryQualcomm MSM8976 Pro Snapdragon 653 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO F11 (Fluorite Purple, 128 GB)"," 23,990",4.4,"4,180 Ratings & 357 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.59 cm (6.53 inch) Display48MP + 5MP | 16MP Front Camera4020 mAh BatteryMTK MT6771V (P70) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO Reno2 F (Lake Green, 256 GB)"," 19,990",4.5,"82,046 Ratings & 7,194 Reviews",6 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorUltra Night Mode 2.0Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
"OPPO F21s Pro (Starlight Black, 128 GB)"," 21,190",4.2,257 Ratings & 17 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ Display64MP + 2MP + 2MP | 32MP + 2MP Dual Front Camera4500 mAh BatteryQualcomm SM6225 Snapdragon 680 4G (6 nm) Processor12MONTH
"OPPO A57 (Glowing Black, 64 GB)"," 12,990",4.4,"2,241 Ratings & 108 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display13MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G35 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO Reno8 Pro 5G - House of The Dragon (House of The Dragon, 256 GB)"," 52,999",4.3,78 Ratings & 15 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 8100 Max Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO A31 (Mystery Black, 128 GB)"," 14,479",4.3,"29,731 Ratings & 1,865 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display12MP + 2MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A16 (Pearl Blue, 64 GB)"," 12,799",4.3,"3,874 Ratings & 277 Reviews",4 GB RAM | 64 GB ROM16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F11 Pro (Thunder Black, 128 GB)"," 29,990",4.5,"1,28,184 Ratings & 11,996 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display48MP + 5MP | 16MP Front Camera4000 mAh Li-polymer BatteryMediaTek Helio P70 Octa Core 2.1 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO Reno3 Pro (Midnight Black, 128 GB)"," 32,990",4.4,"4,703 Ratings & 456 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Display64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera4025 mAh BatteryMediaTek Helio P95 ProcessorUltra Steady Video 2.0 and Video BokehWorld's 1st 44MP Dual Punch Hole CameraBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO Reno3 Pro (Midnight Black, 256 GB)"," 35,990",4.4,"4,703 Ratings & 456 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Display64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera4025 mAh BatteryMediaTek Helio P95 ProcessorUltra Steady Video 2.0 and Video BokehWorld's 1st 44MP Dual Punch Hole CameraBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A9 (Fluorite Purple, 128 GB)"," 16,990",4.4,"1,362 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.59 cm (6.53 inch) Full HD+ Display16MP + 2MP | 16MP Front Camera4020 mAh Li-polymer BatteryMTK MT6771V (P70) ProcessorBrand Warranty of 1 Year Available for Mobile and Battery and 6 Months for Accessories
"OPPO F19s (Glowing Black, 128 GB)"," 19,789",4.5,"10,186 Ratings & 561 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F3 Plus (Gold, 64 GB)"," 30,990",4.3,"27,077 Ratings & 5,475 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.24 cm (6 inch) Full HD Display16MP Rear Camera | 16MP + 8MP Dual Front Camera4000 mAh BatteryQualcomm MSM8976 Pro Snapdragon 653 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A33 (Mint Cream, 32 GB)"," 10,490",4.4,"51,302 Ratings & 3,351 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 Processor90 Hz Punch Hole Display18W Fast ChargingBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F21s Pro (Starlight Black, 128 GB)"," 21,190",4.2,257 Ratings & 17 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ Display64MP + 2MP + 2MP | 32MP + 2MP Dual Front Camera4500 mAh BatteryQualcomm SM6225 Snapdragon 680 4G (6 nm) Processor12MONTH
"OPPO Reno8 Pro 5G - House of The Dragon (House of The Dragon, 256 GB)"," 52,999",4.3,78 Ratings & 15 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediatek Dimensity 8100 Max Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO F21 Pro 5G (Cosmic Black, 128 GB)"," 25,989",4.2,960 Ratings & 92 Reviews,8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Display64MP Rear Camera4500 mAh Battery12 months
"OPPO F11 Pro (Thunder Black, 128 GB)"," 29,990",4.5,"1,28,184 Ratings & 11,996 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display48MP + 5MP | 16MP Front Camera4000 mAh Li-polymer BatteryMediaTek Helio P70 Octa Core 2.1 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A55 (Starry Black, 64 GB)"," 13,899",4.3,792 Ratings & 69 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A55 (Starry Black, 128 GB)"," 16,490",4.1,426 Ratings & 23 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno3 Pro (Midnight Black, 256 GB)"," 35,990",4.4,"4,703 Ratings & 456 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Display64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera4025 mAh BatteryMediaTek Helio P95 ProcessorUltra Steady Video 2.0 and Video BokehWorld's 1st 44MP Dual Punch Hole CameraBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO Reno3 Pro (Midnight Black, 128 GB)"," 32,990",4.4,"4,703 Ratings & 456 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Display64MP + 13MP + 8MP + 2MP | 44MP + 2MP Dual Front Camera4025 mAh BatteryMediaTek Helio P95 ProcessorUltra Steady Video 2.0 and Video BokehWorld's 1st 44MP Dual Punch Hole CameraBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A55 (Rainbow Blue, 128 GB)"," 17,990",4.1,426 Ratings & 23 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F17 Pro (Metallic White, 128 GB)"," 19,990",4.3,"28,472 Ratings & 2,444 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP + 2MP Dual Front Camera4015 mAh Lithium-ion BatteryMediaTek Helio P95 ProcessorIn-Display Fingerprint 3.030W VOOC Flash Charge 4.0Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno6 5G (Aurora, 128 GB)"," 29,990",4.3,"53,369 Ratings & 6,867 Reviews",8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4300 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 900 Processor65W SuperVOOC 2.0 Charging90Hz AMOLED DisplayBokeh Flare Portrait Video | OPPO Reno Glow 2.0 | Ultra-slim Retro DesignBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO A9 (Fluorite Purple, 128 GB)"," 16,990",4.4,"1,362 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.59 cm (6.53 inch) Full HD+ Display16MP + 2MP | 16MP Front Camera4020 mAh Li-polymer BatteryMTK MT6771V (P70) ProcessorBrand Warranty of 1 Year Available for Mobile and Battery and 6 Months for Accessories
"OPPO A785G (Blue, 128 GB)"," 18,990",n/a,n/a,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 Processor1 Year Warranty and 6 Months Warranty for In-Box Accessories
"OPPO F19s (Glowing Black, 128 GB)"," 19,789",4.5,"10,186 Ratings & 561 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F15 (Unicorn White, 128 GB)"," 20,990",4.4,"41,767 Ratings & 3,467 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorVOOC Flash Charge 3.0 with 20W Fast ChargingIn-display Fingerprint 3.0 with 0.32 Second UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F15 (Blazing Blue, 128 GB)"," 20,990",4.4,"41,767 Ratings & 3,467 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorVOOC Flash Charge 3.0 with 20W Fast ChargingIn-display Fingerprint 3.0 with 0.32 Second UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F15 (Blazing Blue, 128 GB)"," 22,990",4.4,"22,626 Ratings & 1,943 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorVOOC Flash Charge 3.0 with 20W Fast ChargingIn-Display Fingerprint 3.0 with 0.32 Second UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F15 (Lightening Black, 128 GB)"," 20,990",4.4,"41,767 Ratings & 3,467 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorVOOC Flash Charge 3.0 with 20W Fast ChargingIn-display Fingerprint 3.0 with 0.32 Second UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F15 (Lightening Black, 128 GB)"," 22,990",4.4,"22,626 Ratings & 1,943 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorVOOC Flash Charge 3.0 with 20W Fast ChargingIn-Display Fingerprint 3.0 with 0.32 Second UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F9 (Stellar Purple, 64 GB)"," 21,990",4.5,"40,509 Ratings & 4,384 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP | 16MP Front Camera3500 mAh BatteryMediatek Helio P60 Octacore 2.0 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"OPPO F17 (Dynamic Orange, 128 GB)"," 17,489",4.3,"7,212 Ratings & 537 Reviews",6 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display16MP + 8MP + 2MP + 2MP | 16MP Front Camera4015 mAh Lithium Polymer BatteryQualcomm Snapdragon 662 Processor30W VOOC Flash Charge 4.0Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO F15 (Unicorn White, 128 GB)"," 22,990",4.4,"22,626 Ratings & 1,943 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorVOOC Flash Charge 3.0 with 20W Fast ChargingIn-Display Fingerprint 3.0 with 0.32 Second UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
